,GTEX-1B8KZ-0226-SM-7EWF6,GTEX-1AYD5-0226-SM-79ONV,GTEX-1AMFI-0926-SM-731E4,GTEX-1A3MV-0126-SM-731FQ,GTEX-1AX9K-0226-SM-793CM
chr15:88661802-88664741,79,17,18,99,95
chr15:88695401-88695800,5,0,14,28,0
chr15:89441201-89445799,68,39,0,18,17
chr15:89820764-89821566,0,0,17,6,18
chr15:89823403-89823913,0,88,8,20,25
chr15:89828670-89828817,0,16,6,10,0
chr15:89980001-89980600,34,18,27,0,77
chr15:89980801-89981312,23,0,62,2,48
chr15:89981801-89983200,0,37,0,19,8
chr15:89991201-89994800,0,8,27,53,13
chr15:90141002-90145999,0,12,0,20,37
chr15:90381402-90383000,76,27,0,13,15
chr15:90822201-90825200,22,14,19,89,11
chr15:95174400-95174801,8,6,0,128,23
chr15:96352498-96352641,50,36,56,6,46
chr15:98629201-98630800,0,0,38,28,43
chr15:99393252-99393627,0,9,88,0,14
chr15:99403468-99404033,44,33,33,69,33
chr15:99455010-99455481,22,37,12,3,31
chr15:99490601-99491800,10,24,65,123,73
chr15:99500363-99500495,23,0,17,0,30
chr15:99919401-99919600,12,0,0,17,7
chr15:99954002-99956799,16,54,10,0,6
chr15:101091594-101091977,0,54,146,50,23
chr15:101094401-101094799,5,0,2,13,0
chr15:101104402-101107399,76,54,19,20,14
chr15:101127085-101127328,0,38,14,30,14
chr15:101127553-101127780,10,0,12,0,9
chr15:101147214-101151999,50,99,146,143,29
chr15:101158402-101161245,0,0,10,42,35
chr15:101162002-101163799,45,89,0,0,29
chr15:101254202-101256999,0,0,28,95,20
chr15:101280201-101280600,0,9,18,16,12
chr15:101618402-101619599,44,36,19,0,106
chr14:20667401-20669199,156,28,27,17,0
chr14:20671401-20671801,14,46,33,15,0
chr14:20682445-20682962,33,0,2,19,18
chr14:20683174-20683535,22,0,9,22,0
chr14:20711402-20712200,11,13,0,17,0
chr14:20725601-20728399,83,0,49,68,59
chr14:20816521-20823200,20,16,76,36,0
chr14:20842201-20843999,0,50,16,9,0
chr14:20857401-20858399,44,0,19,0,18
chr14:20878401-20883600,0,18,39,0,19
chr14:20942601-20950800,49,29,0,22,40
chr14:20967001-20969200,0,16,0,17,8
chr14:21195601-21195800,137,144,97,62,89
chr14:21771401-21772221,66,0,56,55,0
chr14:21864201-21865000,23,0,110,41,37
chr14:21988200-21988400,22,0,14,0,7
chr14:22076202-22077200,16,28,0,0,89
chr14:22158971-22161000,0,17,38,0,17
chr14:22171201-22173200,95,175,48,152,47
chr14:22175001-22175600,89,277,51,14,119
chr14:22492140-22492350,0,18,9,0,12
chr14:22498469-22498829,22,0,37,8,9
chr14:22541082-22541235,17,24,0,12,0
chr14:22545867-22545985,91,60,46,87,35
chr14:22546380-22546700,284,193,104,174,206
chr14:22560487-22560758,14,14,0,0,9
chr14:22622002-22624199,0,74,178,47,0
chr14:22626201-22627400,0,58,94,32,17
chr14:22646001-22647600,21,37,0,21,0
chr14:22688402-22692399,77,97,116,43,29
chr14:22850998-22851826,41,0,0,19,9
chr14:22858201-22859399,23,8,57,22,13
chr14:23669401-23671200,0,54,0,19,29
chr14:23861201-23862001,2,34,0,32,0
chr14:23865600-23866000,0,0,5,3,22
chr14:24246401-24247800,69,56,35,112,31
chr14:24342001-24342600,8,24,35,0,0
chr14:24425308-24425510,179,350,118,64,151
chr14:31891802-31896200,19,0,39,35,0
chr14:31953601-31957400,68,134,0,72,47
chr14:31960001-31960200,22,47,31,10,14
chr14:32028401-32029200,0,43,29,13,0
chr14:32043601-32044200,0,18,59,20,0
chr14:32049001-32050600,16,50,290,91,85
chr14:32051001-32051200,2,0,62,2,0
chr14:32059401-32060000,96,116,241,116,114
chr14:33908776-33910000,11,0,32,33,36
chr14:34491001-34491999,2,0,2,0,13
chr14:34648601-34652400,5,4,4,0,9
chr14:34707801-34708000,11,8,59,49,0
chr14:34877300-34877547,21,10,9,15,32
chr14:34912002-34913400,228,146,364,171,428
chr14:34918001-34919000,44,28,19,40,4
chr14:35319802-35321400,31,0,20,15,21
chr14:35333730-35334158,0,0,19,19,8
chr14:35336477-35337232,49,53,21,42,46
chr14:35346675-35348399,23,42,39,60,32
chr14:35406594-35406759,62,16,56,70,38
chr14:35412602-35420799,723,419,406,746,1320
chr14:35427201-35427800,28,0,0,10,18
chr14:39140200-39140401,128,227,89,55,84
chr14:39145201-39146200,445,336,385,566,681
chr14:39187002-39188799,45,0,89,41,35
chr14:39216960-39219799,12,58,10,15,24
chr14:39395601-39395800,35,33,53,16,11
chr14:41605578-41606793,23,26,37,57,75
chr14:49624259-49624315,61,70,66,24,22
chr14:49639202-49643000,2456,3787,4734,2275,2234
chr14:49856801-49858800,188,143,216,124,92
chr14:49868127-49868617,19,5,3,0,20
chr14:49879001-49885199,120,105,0,0,123
chr14:49915801-49916000,0,6,0,20,7
chr14:49923001-49924200,0,0,19,9,11
chr14:50670210-50670657,65,18,69,63,26
chr14:50673401-50674000,0,0,56,9,32
chr14:50838802-50839430,155,158,103,378,1028
chr14:50846202-50847039,0,10,19,34,79
chr14:50946201-50948600,211,131,238,176,479
chr14:50949201-50949400,11,0,17,15,9
chr14:51276601-51277000,91,22,0,20,56
chr14:51277601-51278400,114,108,64,48,65
chr14:51283248-51284599,20,44,20,0,72
chr14:51291802-51294400,206,433,234,130,129
chr14:51295601-51296200,22,19,19,28,53
chr14:51429202-51432999,0,9,4,0,18
chr14:52072002-52074016,0,19,38,35,133
chr14:52233801-52237199,15,28,17,0,38
chr14:52259402-52259999,30,171,23,60,156
chr14:52262965-52263352,11,137,64,126,105
chr14:52279001-52281370,1706,1771,593,547,926
chr14:52282001-52282600,104,216,22,195,95
chr14:52299601-52301800,763,565,674,546,1310
chr14:52303001-52305400,1214,1329,1193,1010,1849
chr14:52306601-52306800,97,102,7,10,101
chr14:52307908-52308359,171,222,9,93,128
chr14:52311578-52312020,1739,1676,391,418,1413
chr14:52312787-52313185,661,998,340,245,762
chr14:53013801-53014600,158,393,260,224,47
chr14:53017001-53017200,0,41,61,58,0
chr14:53019201-53019400,0,27,41,13,0
chr14:53019601-53021200,0,97,144,141,0
chr14:53027201-53027600,0,9,34,36,0
chr14:53036000-53036200,22,7,3,21,0
chr14:54562400-54562801,24,48,52,20,12
chr14:54814200-54815600,23,34,49,20,62
chr14:54817202-54819645,0,50,18,16,15
chr14:54904801-54905400,69,77,9,0,66
chr14:54908001-54909800,21,17,18,0,0
chr14:55072019-55072631,0,3,19,17,0
chr14:55084001-55086000,32,19,20,57,14
chr14:55241801-55242200,22,9,0,14,0
chr14:55721002-55721999,29,9,0,0,28
chr14:56087202-56089599,21,11,76,0,29
chr14:56091402-56095399,17,53,0,27,104
chr14:56099002-56100199,23,243,234,22,255
chr14:56100600-56100801,16,12,0,30,14
chr14:56102801-56104000,0,7,189,13,145
chr14:56105401-56106600,37,30,132,47,77
chr14:56107601-56108999,71,40,177,15,242
chr14:57349002-57349999,11,12,0,19,17
chr14:58571401-58573200,21,17,18,53,94
chr14:59380001-59381200,149,94,56,14,31
chr14:59405802-59408599,75,126,24,0,0
chr14:59422002-59422955,11,13,104,10,9
chr14:60226201-60227600,18,0,0,20,19
chr14:60301601-60302200,22,54,0,0,18
chr14:60325601-60326200,0,18,34,0,66
chr14:61090401-61091600,0,0,38,1,8
chr14:61098692-61099704,156,172,121,41,97
chr14:61102122-61102559,0,0,18,10,8
chr14:61104354-61104685,11,18,19,0,36
chr14:61124601-61129799,23,0,39,21,38
chr14:63677581-63678994,135,146,39,61,144
chr14:64652001-64658399,9,23,0,0,15
chr14:65179002-65181400,39,96,0,19,8
chr14:65351202-65358200,0,42,35,28,0
chr14:65377601-65377999,22,9,9,43,80
chr14:65405601-65405800,23,10,6,15,0
chr14:65745401-65746600,23,62,27,145,35
chr14:65751001-65752200,16,27,115,102,37
chr14:65789240-65790881,24,84,14,118,28
chr14:67186002-67188799,20,37,17,0,0
chr14:68745601-68746000,22,0,0,36,1
chr14:68747001-68748000,22,4,10,20,0
chr14:68748402-68750399,23,26,20,40,37
chr14:68765202-68768799,53,0,32,0,17
chr14:68779873-68780275,16,7,0,18,19
chr14:68799801-68801599,78,94,164,161,161
chr14:68803001-68803400,0,0,4,24,71
chr14:68807415-68807553,11,23,6,5,0
chr14:68814606-68815068,52,43,98,127,16
chr14:68821141-68821269,0,10,10,13,58
chr14:68822332-68822592,18,6,13,68,13
chr14:68840602-68842799,0,37,36,11,43
chr14:69042778-69042996,0,10,0,27,29
chr14:69043174-69043276,0,17,0,26,7
chr14:69043553-69043829,36,10,19,2,9
chr14:69045903-69046234,0,15,12,60,68
chr14:69049766-69049954,0,35,19,31,9
chr14:69361000-69361200,53,13,9,0,92
chr14:69375601-69378800,33,19,0,82,0
chr14:69463402-69465799,0,0,27,19,8
chr14:69468201-69469800,0,27,12,30,113
chr14:69772801-69773400,40,18,87,139,36
chr14:69815401-69816200,79,63,76,48,194
chr14:70569201-70569400,33,38,78,27,26
chr14:70681601-70682000,120,81,96,17,221
chr14:70691402-70693599,46,0,19,0,27
chr14:70697817-70697962,5,9,15,0,0
chr14:71116001-71120000,149,53,111,141,159
chr14:71148601-71149400,0,18,12,7,66
chr14:71175201-71176001,22,73,34,103,124
chr14:71177401-71177600,18,40,9,0,0
chr14:72606602-72609599,251,525,118,301,333
chr14:73124802-73126399,81,54,282,230,75
chr14:73127201-73128000,35,59,92,180,128
chr14:73225001-73225800,27,3,41,82,170
chr14:73228528-73228744,11,48,8,6,9
chr14:73232305-73232647,30,0,54,13,0
chr14:73810001-73811600,14,25,20,13,0
chr14:74428401-74430399,68,43,81,0,57
chr14:74459202-74460599,60,8,47,77,55
chr14:74461201-74462000,0,9,36,20,0
chr14:74626402-74629000,62,18,0,0,90
chr14:74630802-74632799,32,0,17,0,12
chr14:74634202-74639400,0,31,39,42,0
chr14:74972402-74990600,27,44,23,49,68
chr14:75310002-75316399,19,7,0,8,15
chr14:75405801-75407600,18,15,18,19,47
chr14:75476401-75477400,79,142,174,44,194
chr14:75479402-75480600,480,109,138,128,281
chr14:75517401-75518200,0,0,41,32,15
chr14:75559401-75561600,23,166,55,125,0
chr14:75564401-75567199,0,54,17,110,0
chr14:75570001-75572809,180,123,60,167,105
chr14:76088201-76090599,200,300,88,319,80
chr14:76090631-76091524,11,104,114,31,47
chr14:76091601-76091800,0,21,19,10,0
chr14:76100002-76102399,21,20,18,0,0
chr14:76112602-76114200,0,25,28,21,107
chr14:76114801-76116000,41,0,57,0,20
chr14:76123201-76125400,0,37,19,0,19
chr14:76888001-76888600,22,9,42,37,0
chr14:76930086-76930303,0,14,8,58,53
chr14:76935201-76936000,0,19,16,0,30
chr14:76936201-76943200,0,17,89,19,122
chr14:76956362-76957243,0,37,3,0,14
chr14:77003801-77010399,19,56,0,0,115
chr14:77010802-77015799,22,0,57,40,43
chr14:77017601-77019200,4,13,0,36,0
chr14:77032545-77034568,748,1685,1209,1578,2309
chr14:77666402-77669400,58,229,202,65,153
chr14:77785601-77787000,83,85,32,41,10
chr14:80464001-80466063,0,7,41,30,5
chr14:81227001-81227600,0,0,19,11,14
chr14:81247184-81247553,126,137,26,61,10
chr14:81256202-81257200,98,235,146,113,135
chr14:84250202-84255599,48,151,48,22,121
chr14:90046001-90046200,0,9,3,3,0
chr14:90057001-90058600,14,17,10,0,0
chr14:90380201-90380800,22,0,18,20,14
chr14:90382151-90382587,22,35,37,6,0
chr14:90817064-90817431,19,9,0,0,3
chr14:91228529-91228714,11,9,44,35,0
chr14:91229779-91230068,39,77,77,39,1
chr14:91231511-91231742,175,206,149,88,89
chr14:91257489-91257665,53,18,15,16,0
chr14:91260801-91261600,22,0,47,11,9
chr14:91425001-91427832,55,37,54,0,0
chr14:91520402-91522199,21,50,82,36,76
chr14:91962001-91962600,22,18,19,0,9
chr14:92503861-92504189,27,46,2,0,0
chr14:92507387-92507665,0,22,5,75,9
chr14:92692001-92695199,1029,981,1549,1355,2672
chr14:92698401-92698600,320,166,182,222,288
chr14:92699001-92699200,116,104,161,206,294
chr14:92842802-92851200,25,92,32,34,73
chr14:92877602-92878999,23,17,16,0,5
chr14:93131201-93137200,8,7,0,0,22
chr14:93983601-93986000,93,17,97,91,17
chr14:94121400-94122201,39,14,1,0,0
chr14:94402602-94406400,312,309,289,294,659
chr14:94411201-94413617,21,38,39,32,60
chr14:94421201-94421800,0,18,28,20,75
chr14:94423584-94423719,0,12,12,24,9
chr14:94427001-94427200,11,12,4,22,41
chr14:95078801-95079600,0,0,17,14,7
chr14:95388601-95390600,62,77,20,76,117
chr14:95395001-95395800,0,18,19,41,46
chr14:95478002-95491600,40,66,103,110,33
chr14:95501110-95501341,0,10,19,3,22
chr14:95503460-95503639,33,17,9,5,0
chr14:95518474-95518828,54,312,130,302,42
chr14:95696601-95697400,39,0,273,201,146
chr14:95697480-95697669,5,0,91,69,24
chr14:95698401-95699400,55,0,211,138,98
chr14:95700402-95701399,26,0,317,223,47
chr14:95701601-95701801,22,0,74,13,33
chr14:95703801-95704000,22,20,30,30,9
chr14:95706201-95707600,67,8,204,116,69
chr14:95708601-95709400,0,0,133,47,9
chr14:95761401-95761800,11,0,24,0,10
chr14:96572802-96575599,20,17,10,136,55
chr14:96576402-96577306,23,15,18,0,0
chr14:96584106-96585999,2,0,40,0,14
chr14:96587001-96587400,29,16,8,0,9
chr14:96588401-96589200,9,9,63,0,37
chr14:96948602-96951199,0,18,29,38,16
chr14:96965602-96966999,106,0,128,81,38
chr14:97106201-97108356,22,15,76,20,16
chr14:97701602-97713708,145,456,30,49,211
chr14:97721601-97722000,11,34,52,29,0
chr14:97776801-97777800,148,73,19,29,78
chr14:98816001-98816600,0,43,70,20,0
chr14:98818202-98820799,73,47,56,21,45
chr14:98828445-98828748,0,9,10,13,0
chr14:98906002-98910399,19,16,0,0,54
chr14:98992438-98993000,0,10,19,0,13
chr14:99020201-99022999,25,17,0,0,17
chr14:99036752-99037133,37,9,1,2,13
chr14:99054601-99055801,133,116,82,107,383
chr14:99056201-99056800,18,93,46,26,78
chr14:99063801-99065400,35,27,0,52,75
chr14:99101002-99102799,16,0,38,19,0
chr14:99123201-99126600,10,37,47,83,67
chr14:99127401-99130199,16,92,24,19,38
chr14:99132002-99136999,14,0,19,81,137
chr14:99280601-99281400,64,130,54,20,76
chr14:99284401-99286400,829,735,162,260,352
chr14:99286801-99287647,135,131,7,31,0
chr14:99396001-99396401,0,101,22,31,0
chr14:99627802-99629409,105,424,265,473,271
chr14:100166825-100167318,76,32,47,46,8
chr14:100203602-100205399,10,0,13,136,51
chr14:101110665-101112400,20,99,19,16,121
chr14:101116201-101116600,0,18,0,10,9
chr14:101350201-101350800,0,0,19,20,16
chr14:101358202-101362199,0,0,35,135,19
chr14:101587201-101589799,70,136,23,0,0
chr14:101736802-101740200,20,16,38,0,0
chr14:101932602-101935200,116,192,244,423,133
chr14:101945002-101945800,8,9,0,20,0
chr14:102078549-102078934,11,1,0,17,0
chr14:102572402-102575600,14,15,0,0,7
chr14:102587002-102588400,23,18,0,32,45
chr14:102749201-102750599,0,49,58,0,75
chr14:102754401-102754600,34,30,81,24,38
chr14:102755201-102755400,0,30,0,42,27
chr14:102759002-102762200,229,109,130,121,99
chr14:103058182-103058550,45,77,68,33,25
chr14:103313001-103319800,81,24,86,27,33
chr14:103512401-103514399,317,287,114,105,167
chr14:103540683-103540786,41,65,34,10,15
chr14:103542760-103542992,2,47,0,0,47
chr14:103552106-103552720,22,30,59,0,51
chr14:104066602-104067800,0,71,18,0,184
chr14:104077202-104078600,46,18,19,0,0
chr14:104135252-104135381,11,28,9,9,45
chr14:104289397-104292800,183,625,95,360,191
chr14:104300001-104300751,22,22,0,0,9
chr14:104353802-104355999,0,18,114,29,46
chr14:104364001-104364600,45,17,57,61,69
chr14:104657957-104658204,3,0,0,3,2
chr14:104826093-104826864,33,36,77,0,19
chr14:104851601-104852600,0,18,66,39,47
chr14:105024896-105025175,95,40,96,20,148
chr14:105027042-105027419,23,24,17,15,34
chr14:105044876-105045009,72,12,23,0,38
chr14:105066447-105066923,140,55,93,82,9
chr14:105067346-105067575,55,9,60,7,18
chr14:105069720-105070321,346,376,94,140,162
chr14:105070322-105070756,178,153,111,74,11
chr14:105070799-105071212,136,18,34,3,29
chr14:105072331-105072823,355,201,257,131,312
chr14:105080106-105080499,176,200,83,121,113
chr14:105088235-105088586,0,0,33,18,20
chr14:105511629-105511928,11,0,9,20,0
chr14:105525201-105525400,27,7,45,14,8
chr14:105525835-105526047,85,35,50,4,1
chr19:411601-413000,167,37,87,32,50
chr19:478201-479800,28,37,48,41,0
chr19:484602-486600,116,175,96,130,247
chr19:488227-488667,43,27,13,0,19
chr19:523974-524799,0,0,7,15,18
chr19:525401-526799,10,63,19,0,17
chr19:552602-553999,439,216,37,161,151
chr19:555976-556322,2,28,0,30,0
chr19:675340-675838,0,3,0,49,19
chr19:770186-771855,0,28,8,24,45
chr19:789337-789721,59,118,9,0,0
chr19:865401-865600,129,62,26,61,50
chr19:925080-925217,11,12,0,39,19
chr19:1660002-1661800,0,6,38,19,0
chr19:1871001-1871759,22,17,10,39,9
chr19:1931602-1934599,1323,1273,968,676,707
chr19:1935001-1936800,420,383,329,422,193
chr19:2060016-2060168,23,21,70,27,15
chr19:2064975-2065182,0,43,19,37,20
chr19:2067601-2067800,104,37,40,22,106
chr19:2068001-2068200,53,62,70,12,156
chr19:2468402-2470200,8,6,0,7,0
chr19:2966202-2967799,2,9,38,21,0
chr19:3065770-3065974,12,0,9,22,25
chr19:3165818-3165996,9,50,48,6,91
chr19:3210313-3211437,0,19,45,18,32
chr19:3974894-3975400,22,16,34,0,0
chr19:4068275-4068677,261,279,136,207,231
chr19:4082924-4083247,0,18,10,35,6
chr19:4089076-4089292,124,150,41,39,55
chr19:4242002-4243047,449,243,450,639,875
chr19:4567136-4567353,0,26,17,10,0
chr19:4568913-4569288,0,0,19,58,92
chr19:4570401-4571000,11,18,17,112,29
chr19:4575276-4575896,0,9,49,10,0
chr19:4578801-4579800,0,35,25,58,9
chr19:4609001-4613200,18,35,90,22,36
chr19:4634445-4634973,25,64,63,0,0
chr19:4672802-4673200,21,15,28,20,33
chr19:4729001-4729200,52,6,9,0,67
chr19:4742048-4746199,12,20,21,22,15
chr19:4870282-4870481,10,18,13,32,47
chr19:4880201-4881400,488,169,379,321,317
chr19:4886801-4887200,0,44,9,110,36
chr19:4889400-4889801,740,375,505,552,497
chr19:5580001-5580800,22,13,50,20,18
chr19:6521201-6523399,42,24,0,8,10
chr19:6579827-6579995,24,0,32,8,0
chr19:6656401-6656600,34,90,69,154,135
chr19:6660377-6660659,0,29,16,53,33
chr19:6947202-6948799,253,77,16,41,153
chr19:7103802-7106600,87,177,39,76,27
chr19:7568201-7569000,0,8,10,13,0
chr19:7584401-7586400,101,41,27,27,0
chr19:7660401-7663000,11,0,19,21,0
chr19:7783201-7785000,0,24,52,0,56
chr19:7792001-7793000,44,13,0,12,18
chr19:7806848-7808800,0,33,0,10,29
chr19:7951001-7954799,22,69,0,160,0
chr19:8203202-8205650,69,47,31,19,2
chr19:8350201-8350400,9,12,0,34,0
chr19:8410602-8412199,21,99,38,26,47
chr19:8503627-8503782,11,15,0,18,32
chr19:8515394-8515634,0,21,0,20,22
chr19:8680201-8682800,46,170,0,38,74
chr19:9166201-9167799,11,0,4,10,0
chr19:9596800-9598200,62,47,0,19,54
chr19:9708602-9709999,228,0,19,28,308
chr19:9745321-9745598,22,18,8,7,9
chr19:10124602-10128599,442,228,167,103,339
chr19:10236089-10236445,35,0,30,0,47
chr19:10482801-10484000,44,55,19,21,0
chr19:10646001-10650399,13,10,39,17,27
chr19:10714201-10714400,38,43,11,6,19
chr19:10946802-10948800,32,14,22,21,7
chr19:10952401-10954999,42,50,56,0,71
chr19:11080601-11082600,23,41,111,0,37
chr19:11284602-11289400,21,17,12,0,0
chr19:11290296-11290647,62,0,35,0,14
chr19:11293552-11294180,22,20,33,0,37
chr19:12368801-12369600,0,18,20,11,18
chr19:12726601-12727200,0,16,19,31,0
chr19:12760403-12761035,2,15,16,0,36
chr19:13167568-13168177,52,104,48,110,86
chr19:13177201-13184000,61,8,8,55,16
chr19:13185601-13188800,23,19,8,21,7
chr19:13189002-13190400,0,11,7,7,0
chr19:13844303-13844775,2,16,0,10,9
chr19:14014401-14016060,32,0,38,20,24
chr19:14017002-14020000,58,73,11,73,183
chr19:14021401-14027400,53,29,45,32,59
chr19:14297801-14298200,33,18,0,13,31
chr19:14298401-14298600,6,7,0,10,3
chr19:14420802-14426599,95,49,51,7,0
chr19:14476756-14477068,1,34,0,0,2
chr19:14578401-14581400,296,36,38,20,97
chr19:14614136-14614437,87,87,36,46,0
chr19:15207401-15214600,10,8,9,0,0
chr19:15337001-15337401,64,147,67,51,92
chr19:15337601-15337800,19,14,0,23,0
chr19:15467085-15467283,49,10,65,30,28
chr19:16351209-16351507,0,9,18,9,0
chr19:16714601-16716399,16,19,9,0,6
chr19:17399400-17400200,98,81,102,15,26
chr19:17737402-17740600,124,93,130,182,75
chr19:17743001-17745000,32,14,81,27,0
chr19:17790149-17793200,27,0,38,20,0
chr19:18017290-18017711,0,9,0,20,25
chr19:18021182-18021761,0,4,18,10,0
chr19:18043716-18043994,0,0,6,20,13
chr19:18053418-18054400,129,68,67,57,105
chr19:18185401-18185801,20,9,0,20,15
chr19:18188001-18188600,10,13,1,30,15
chr19:18287992-18288167,14,30,13,10,28
chr19:18290199-18290705,21,66,5,18,15
chr19:18291538-18292754,151,263,41,57,189
chr19:18293289-18293729,11,2,10,11,5
chr19:18296001-18297759,44,89,17,33,76
chr19:18304221-18305306,528,404,388,418,154
chr19:18527401-18527800,7,8,0,0,9
chr19:18948201-18949400,23,154,125,40,73
chr19:18951202-18953460,300,503,195,217,67
chr19:19377850-19378127,22,18,0,12,0
chr19:21286725-21286807,85,160,84,63,108
chr19:21595996-21596365,11,0,11,14,2
chr19:21599601-21601400,78,67,189,80,8
chr19:21611601-21613200,21,0,10,19,0
chr19:29203601-29204600,44,36,55,44,37
chr19:29620402-29625999,0,20,21,15,0
chr19:29685001-29686800,0,72,100,110,76
chr19:29687001-29689799,46,119,0,216,97
chr19:29690601-29691409,0,21,9,17,10
chr19:29693202-29695700,112,82,73,61,59
chr19:30017201-30017600,20,0,57,14,15
chr19:30036001-30036401,194,121,111,100,90
chr19:30042201-30042400,0,0,10,45,9
chr19:30046402-30047800,69,15,94,123,8
chr19:31794707-31794931,18,31,118,57,102
chr19:33238602-33243400,50,70,18,0,17
chr19:34231001-34234600,0,26,77,88,0
chr19:34235802-34237000,23,36,9,40,19
chr19:34237400-34238000,22,9,19,0,9
chr19:34472001-34472600,114,111,25,53,8
chr19:34920001-34920985,92,185,77,169,56
chr19:35211842-35212508,27,16,34,39,0
chr19:35374201-35376400,46,0,19,0,126
chr19:35389238-35390009,10,80,5,0,6
chr19:35393201-35393800,0,0,9,5,17
chr19:35395001-35397199,0,45,19,0,16
chr19:35420002-35421799,37,50,38,36,40
chr19:35427001-35427687,11,229,116,48,122
chr19:35427801-35428000,1,26,0,0,17
chr19:35430970-35431510,0,35,0,27,2
chr19:35638929-35639799,0,37,0,10,14
chr19:35883601-35885000,83,66,19,131,66
chr19:35885201-35885400,181,59,20,22,57
chr19:35909230-35909740,9,18,25,10,94
chr19:35922401-35924400,23,0,20,46,17
chr19:35998994-36000199,117,361,285,350,188
chr19:36155401-36156800,60,51,76,81,157
chr19:36157487-36157669,0,0,13,20,37
chr19:36492201-36493000,270,288,322,243,293
chr19:37866001-37867599,21,93,18,0,57
chr19:38639601-38641200,98,188,59,99,105
chr19:38644201-38645399,0,58,19,21,8
chr19:38799002-38800219,10,54,18,11,0
chr19:38856202-38860600,177,166,117,65,98
chr19:39303201-39304800,0,27,38,63,37
